Name : Name of Mech | Tons: Tonnage | BV: BV | PV: PV | Role: Role | Date: Date
Name : Nobori-nin (Huntsman) C | Tons: 50 | BV: 2,199 | PV: 43 | Role: Missile Boat | Date: 3049
Name : Nobori-nin (Huntsman) D | Tons: 50 | BV: 2,007 | PV: 43 | Role: Skirmisher | Date: 3061
Name : Nobori-nin (Huntsman) Prime | Tons: 50 | BV: 2,108 | PV: 42 | Role: Skirmisher | Date: 3049
Name : Omni-Corvis A | Tons: 50 | BV: 1,977 | PV: 41 | Role: Striker | Date: 2921
Name : Omni-Corvis B | Tons: 50 | BV: 1,640 | PV: 37 | Role: Missile Boat | Date: 2921
Name : Omni-Corvis Prime | Tons: 50 | BV: 1,678 | PV: 38 | Role: Brawler | Date: 2921
Name : Phoenix PX-4R | Tons: 50 | BV: 996 | PV: 28 | Role: Skirmisher | Date: 2581
Name : Raijin RJN-101-A | Tons: 50 | BV: 1,350 | PV: 30 | Role: Striker | Date: 3053
Name : Raijin RJN-101-B | Tons: 50 | BV: 1,383 | PV: 28 | Role: Scout | Date: 3058
Name : Raijin RJN-101-X | Tons: 50 | BV: 1,302 | PV: 29 | Role: Striker | Date: 3052
Name : Ronin SA-RN | Tons: 50 | BV: 1,084 | PV: 33 | Role: Striker | Date: 3051
Name : Stalking Spider   | Tons: 50 | BV: 2,232 | PV: 39 | Role: Skirmisher | Date: 3059
Name : Stalking Spider 2 | Tons: 50 | BV: 2,056 | PV: 37 | Role: Skirmisher | Date: 3060
Name : Starslayer STY-2C | Tons: 50 | BV: 1,365 | PV: 30 | Role: Skirmisher | Date: 2772
Name : Starslayer STY-3C | Tons: 50 | BV: 1,508 | PV: 35 | Role: Skirmisher | Date: 3056
Name : Starslayer STY-3D | Tons: 50 | BV: 1,593 | PV: 35 | Role: Skirmisher | Date: 3057
Name : Tessen TSN-1C | Tons: 50 | BV: 1,162 | PV: 31 | Role: Skirmisher | Date: 3061
Name : Trebuchet TBT-3C | Tons: 50 | BV: 1,342 | PV: 39 | Role: Missile Boat | Date: 2780
Name : Trebuchet TBT-5J | Tons: 50 | BV: 1,191 | PV: 30 | Role: Skirmisher | Date: 2850
Name : Trebuchet TBT-5N | Tons: 50 | BV: 1,191 | PV: 29 | Role: Missile Boat | Date: 2799
Name : Trebuchet TBT-5S | Tons: 50 | BV: 984 | PV: 33 | Role: Skirmisher | Date: 2864
Name : Trebuchet TBT-7K | Tons: 50 | BV: 996 | PV: 27 | Role: Sniper | Date: 3025
Name : Trebuchet TBT-7M | Tons: 50 | BV: 1,348 | PV: 31 | Role: Missile Boat | Date: 3048
Name : Trebuchet TBT-9K | Tons: 50 | BV: 1,329 | PV: 37 | Role: Striker | Date: 3059
Name : Ursus   | Tons: 50 | BV: 1,778 | PV: 39 | Role: Brawler | Date: 3059
Name : Alfar AL-A1 | Tons: 55 | BV: 1,447 | PV: 37 | Role: Skirmisher | Date: 2573
Name : Apollo APL-1M | Tons: 55 | BV: 1,207 | PV: 34 | Role: Missile Boat | Date: 3054
Name : Apollo APL-1R | Tons: 55 | BV: 1,148 | PV: 31 | Role: Missile Boat | Date: 3056
Name : Apollo APL-2S | Tons: 55 | BV: 1,283 | PV: 37 | Role: Missile Boat | Date: 3056
Name : Apollo APL-3T | Tons: 55 | BV: 1,240 | PV: 36 | Role: Missile Boat | Date: 3057
Name : Black Lanner A | Tons: 55 | BV: 2,308 | PV: 50 | Role: Skirmisher | Date: 3052
Name : Black Lanner B | Tons: 55 | BV: 1,961 | PV: 40 | Role: Missile Boat | Date: 3052
Name : Black Lanner C | Tons: 55 | BV: 2,523 | PV: 52 | Role: Skirmisher | Date: 3052
Name : Black Lanner D | Tons: 55 | BV: 1,809 | PV: 51 | Role: Skirmisher | Date: 3052
Name : Black Lanner H | Tons: 55 | BV: 1,928 | PV: 48 | Role: Skirmisher | Date: 3061
Name : Black Lanner Prime | Tons: 55 | BV: 2,268 | PV: 47 | Role: Skirmisher | Date: 3052
Name : Buccaneer BCN-3R | Tons: 55 | BV: 1,434 | PV: 36 | Role: Skirmisher | Date: 3055
Name : Bushwacker BSW-S2 | Tons: 55 | BV: 1,293 | PV: 33 | Role: Sniper | Date: 3056
Name : Bushwacker BSW-X1 | Tons: 55 | BV: 1,223 | PV: 33 | Role: Skirmisher | Date: 3053
Name : Bushwacker BSW-X2 | Tons: 55 | BV: 1,193 | PV: 33 | Role: Skirmisher | Date: 3054
Name : Centurion CN10-B | Tons: 55 | BV: 1,243 | PV: 30 | Role: Brawler | Date: 3057
Name : Centurion CN10-J | Tons: 55 | BV: 1,257 | PV: 28 | Role: Brawler | Date: 3057
Name : Centurion CN10-W | Tons: 55 | BV: 1,112 | PV: 29 | Role: Sniper | Date: 3057
Name : Cronus CNS-3M | Tons: 55 | BV: 1,339 | PV: 32 | Role: Skirmisher | Date: 3031
Name : Cronus CNS-5M | Tons: 55 | BV: 1,579 | PV: 38 | Role: Skirmisher | Date: 3060
Name : Dervish DV-7D | Tons: 55 | BV: 1,412 | PV: 36 | Role: Missile Boat | Date: 3047
Name : Goshawk (Vapor Eagle)   | Tons: 55 | BV: 2,368 | PV: 41 | Role: Skirmisher | Date: 2863
Name : Goshawk (Vapor Eagle) 2 | Tons: 55 | BV: 1,989 | PV: 40 | Role: Skirmisher | Date: 2912
Name : Goshawk (Vapor Eagle) 5 | Tons: 55 | BV: 2,572 | PV: 44 | Role: Skirmisher | Date: 2922
Name : Goshawk (Vapor Eagle) 6 | Tons: 55 | BV: 1,959 | PV: 35 | Role: Skirmisher | Date: 2850
Name : Griffin GRF-1DS | Tons: 55 | BV: 1,285 | PV: 32 | Role: Missile Boat | Date: 3049
Name : Griffin GRF-1DS (Almstedt) | Tons: 55 | BV: 1,204 | PV: 29 | Role: Skirmisher | Date: Unknown
Name : Griffin GRF-1E "Sparky" | Tons: 55 | BV: 1,449 | PV: 34 | Role: Skirmisher | Date: 3035
Name : Griffin GRF-1RG | Tons: 55 | BV: 1,167 | PV: 33 | Role: Skirmisher | Date: 2597
Name : Griffin GRF-1S | Tons: 55 | BV: 1,253 | PV: 31 | Role: Skirmisher | Date: 2857
Name : Griffin GRF-2N | Tons: 55 | BV: 1,606 | PV: 38 | Role: Skirmisher | Date: 2751
Name : Griffin GRF-3M | Tons: 55 | BV: 1,521 | PV: 33 | Role: Sniper | Date: 3049
Name : Griffin GRF-3RG | Tons: 55 | BV: 1,213 | PV: 33 | Role: Skirmisher | Date: 3048
Name : Grim Reaper GRM-R-PR29 | Tons: 55 | BV: 1,469 | PV: 37 | Role: Skirmisher | Date: 3052
Name : Hoplite C | Tons: 55 | BV: 1,736 | PV: 40 | Role: Brawler | Date: 3052
Name : Hoplite HOP-4B | Tons: 55 | BV: 1,162 | PV: 30 | Role: Sniper | Date: 2581
Name : Hoplite HOP-4Bb | Tons: 55 | BV: 1,413 | PV: 36 | Role: Brawler | Date: 2795
Name : Hoplite HOP-4C | Tons: 55 | BV: 986 | PV: 28 | Role: Brawler | Date: 2584
Name : Hoplite HOP-4Cb | Tons: 55 | BV: 1,377 | PV: 32 | Role: Brawler | Date: 2821
Name : Hoplite HOP-4D | Tons: 55 | BV: 1,022 | PV: 25 | Role: Sniper | Date: 3050
Name : Hyena HYN-KTO | Tons: 55 | BV: 933 | PV: 27 | Role: Brawler | Date: Unknown
Name : Kintaro KTO-18 | Tons: 55 | BV: 1,187 | PV: 36 | Role: Skirmisher | Date: 2792
Name : Kintaro KTO-19 | Tons: 55 | BV: 1,160 | PV: 36 | Role: Skirmisher | Date: 2587
Name : Kintaro KTO-19b | Tons: 55 | BV: 1,265 | PV: 39 | Role: Skirmisher | Date: 2731
Name : Kintaro KTO-20 | Tons: 55 | BV: 1,357 | PV: 40 | Role: Skirmisher | Date: 3035
Name : Kintaro KTO-21 | Tons: 55 | BV: 1,295 | PV: 39 | Role: Skirmisher | Date: 3059
Name : Kintaro KTO-C | Tons: 55 | BV: 1,294 | PV: 43 | Role: Skirmisher | Date: 3051
Name : Kintaro KTO-K | Tons: 55 | BV: 1,571 | PV: 42 | Role: Skirmisher | Date: 3058
Name : Lineholder KW1-LH2 | Tons: 55 | BV: 1,280 | PV: 34 | Role: Skirmisher | Date: 3058
Name : Lineholder KW1-LH3 | Tons: 55 | BV: 1,214 | PV: 32 | Role: Skirmisher | Date: 3059
Name : Lynx C | Tons: 55 | BV: 2,712 | PV: 42 | Role: Skirmisher | Date: 2848
Name : Lynx LNX-8Q | Tons: 55 | BV: 1,292 | PV: 32 | Role: Skirmisher | Date: 2853
Name : Lynx LNX-9C | Tons: 55 | BV: 1,630 | PV: 38 | Role: Skirmisher | Date: 3057
Name : Lynx LNX-9Q | Tons: 55 | BV: 1,725 | PV: 38 | Role: Skirmisher | Date: 2761
Name : Lynx LNX-9R | Tons: 55 | BV: 1,755 | PV: 36 | Role: Skirmisher | Date: 3056
Name : Marshal MHL-X1 | Tons: 55 | BV: 1,163 | PV: 31 | Role: Skirmisher | Date: 3059
Name : Men Shen MS1-O | Tons: 55 | BV: 1,550 | PV: 55 | Role: Striker | Date: 3060
Name : Men Shen MS1-OA | Tons: 55 | BV: 1,529 | PV: 49 | Role: Striker | Date: 3060
Name : Men Shen MS1-OB | Tons: 55 | BV: 1,484 | PV: 48 | Role: Striker | Date: 3060
Name : Men Shen MS1-OC | Tons: 55 | BV: 1,435 | PV: 50 | Role: Striker | Date: 3060
Name : Men Shen MS1-OD | Tons: 55 | BV: 1,581 | PV: 50 | Role: Striker | Date: 3060
Name : Osprey OSP-15 | Tons: 55 | BV: 1,564 | PV: 35 | Role: Sniper | Date: 2738
Name : Ryoken (Stormcrow) (Attwater) | Tons: 55 | BV: 1,482 | PV: 32 | Role: Sniper | Date: 3050
Name : Ryoken (Stormcrow) (Kotare) | Tons: 55 | BV: 2,382 | PV: 46 | Role: Skirmisher | Date: 3059
Name : Ryoken (Stormcrow) A | Tons: 55 | BV: 2,319 | PV: 45 | Role: Striker | Date: 2930
Name : Ryoken (Stormcrow) B | Tons: 55 | BV: 2,281 | PV: 39 | Role: Striker | Date: 2930
Name : Ryoken (Stormcrow) C | Tons: 55 | BV: 1,881 | PV: 39 | Role: Striker | Date: 2930
Name : Ryoken (Stormcrow) D | Tons: 55 | BV: 1,863 | PV: 39 | Role: Missile Boat | Date: 2930
Name : Ryoken (Stormcrow) E | Tons: 55 | BV: 2,110 | PV: 52 | Role: Striker | Date: 3054
Name : Ryoken (Stormcrow) H | Tons: 55 | BV: 2,061 | PV: 42 | Role: Striker | Date: 3059
Name : Ryoken (Stormcrow) I | Tons: 55 | BV: 2,319 | PV: 42 | Role: Sniper | Date: 3059
Name : Ryoken (Stormcrow) P | Tons: 55 | BV: 2,213 | PV: 41 | Role: Striker | Date: 3049
Name : Ryoken (Stormcrow) Prime | Tons: 55 | BV: 2,073 | PV: 43 | Role: Striker | Date: 2930
Name : Ryoken (Stormcrow) TC | Tons: 55 | BV: 2,373 | PV: 43 | Role: Skirmisher | Date: 3052
Name : Scorpion SCP-1N (Wendall) | Tons: 55 | BV: 1,043 | PV: 29 | Role: Skirmisher | Date: 3030
Name : Scorpion SCP-1O | Tons: 55 | BV: 1,098 | PV: 27 | Role: Skirmisher | Date: 3049
Name : Shadow Hawk SHD-2D | Tons: 55 | BV: 899 | PV: 26 | Role: Striker | Date: 2796
Name : Shadow Hawk SHD-2D2 | Tons: 55 | BV: 1,049 | PV: 29 | Role: Brawler | Date: 3049
Name : Shadow Hawk SHD-2Hb | Tons: 55 | BV: 1,354 | PV: 34 | Role: Skirmisher | Date: 2752
Name : Shadow Hawk SHD-2Ht | Tons: 55 | BV: 1,453 | PV: 37 | Role: Skirmisher | Date: 3052
Name : Shadow Hawk SHD-2K | Tons: 55 | BV: 1,147 | PV: 30 | Role: Sniper | Date: 2803
Name : Shadow Hawk SHD-3H | Tons: 55 | BV: 1,043 | PV: 30 | Role: Skirmisher | Date: 2752
Name : Shadow Hawk SHD-3H2 | Tons: 55 | BV: 1,112 | PV: 29 | Role: Brawler | Date: 2775
Name : Shadow Hawk SHD-5M | Tons: 55 | BV: 1,430 | PV: 35 | Role: Missile Boat | Date: 3048
Name : Shadow Hawk SHD-5S | Tons: 55 | BV: 1,590 | PV: 43 | Role: Scout | Date: 3054
Name : Stooping Hawk A | Tons: 55 | BV: 2,319 | PV: 38 | Role: Sniper | Date: 2970
Name : Stooping Hawk B | Tons: 55 | BV: 2,111 | PV: 46 | Role: Missile Boat | Date: 2970
Name : Stooping Hawk C | Tons: 55 | BV: 2,435 | PV: 42 | Role: Sniper | Date: 2970
Name : Stooping Hawk D | Tons: 55 | BV: 1,838 | PV: 48 | Role: Skirmisher | Date: 3060
Name : Stooping Hawk E | Tons: 55 | BV: 1,674 | PV: 41 | Role: Skirmisher | Date: 3061
Name : Stooping Hawk Prime | Tons: 55 | BV: 2,147 | PV: 42 | Role: Skirmisher | Date: 2970
Name : Sun Bear A | Tons: 55 | BV: 2,418 | PV: 50 | Role: Skirmisher | Date: 2966
Name : Sun Bear B | Tons: 55 | BV: 2,144 | PV: 42 | Role: Missile Boat | Date: 2966
Name : Sun Bear Prime | Tons: 55 | BV: 2,022 | PV: 41 | Role: Skirmisher | Date: 2966
Name : Wolverine II WVR-7H | Tons: 55 | BV: 1,301 | PV: 34 | Role: Skirmisher | Date: 2770
Name : Wolverine WVR-6D | Tons: 55 | BV: 1,115 | PV: 29 | Role: Skirmisher | Date: 2612
Name : Wolverine WVR-6K | Tons: 55 | BV: 1,248 | PV: 35 | Role: Skirmisher | Date: 2598
Name : Wolverine WVR-6M | Tons: 55 | BV: 1,291 | PV: 32 | Role: Skirmisher | Date: 2816
Name : Wolverine WVR-6R | Tons: 55 | BV: 1,101 | PV: 30 | Role: Skirmisher | Date: 2575
Name : Wolverine WVR-7D | Tons: 55 | BV: 1,314 | PV: 34 | Role: Skirmisher | Date: 3050
Name : Wolverine WVR-7K | Tons: 55 | BV: 1,331 | PV: 37 | Role: Skirmisher | Date: 3050
Name : Wolverine WVR-7M | Tons: 55 | BV: 1,673 | PV: 34 | Role: Skirmisher | Date: 3050
Name : Wraith TR1 | Tons: 55 | BV: 1,287 | PV: 41 | Role: Skirmisher | Date: 3055
Name : Wraith TR2 | Tons: 55 | BV: 1,485 | PV: 38 | Role: Skirmisher | Date: 3057
Name : Anvil ANV-3M | Tons: 60 | BV: 1,441 | PV: 35 | Role: Skirmisher | Date: 3055
Name : Anvil ANV-5M | Tons: 60 | BV: 1,687 | PV: 38 | Role: Skirmisher | Date: 3057
Name : Anvil ANV-6M | Tons: 60 | BV: 1,366 | PV: 36 | Role: Skirmisher | Date: 3058
Name : Anvil ANV-8M | Tons: 60 | BV: 1,690 | PV: 44 | Role: Missile Boat | Date: 3060
Name : Black Hawk-KU BHKU-O | Tons: 60 | BV: 1,731 | PV: 46 | Role: Skirmisher | Date: 3055
Name : Black Hawk-KU BHKU-OA | Tons: 60 | BV: 1,770 | PV: 35 | Role: Sniper | Date: 3055
Name : Black Hawk-KU BHKU-OB | Tons: 60 | BV: 1,303 | PV: 33 | Role: Skirmisher | Date: 3055
Name : Black Hawk-KU BHKU-OC | Tons: 60 | BV: 1,597 | PV: 34 | Role: Sniper | Date: 3055
Name : Black Hawk-KU BHKU-OD | Tons: 60 | BV: 1,539 | PV: 35 | Role: Missile Boat | Date: 3055
Name : Champion C | Tons: 60 | BV: 2,191 | PV: 40 | Role: Skirmisher | Date: 2867
Name : Champion CHP-1N | Tons: 60 | BV: 1,233 | PV: 34 | Role: Skirmisher | Date: 2602
Name : Champion CHP-1N2 | Tons: 60 | BV: 1,233 | PV: 35 | Role: Skirmisher | Date: 2667
Name : Champion CHP-1Nb | Tons: 60 | BV: 1,632 | PV: 36 | Role: Sniper | Date: 2751
Name : Champion CHP-2N | Tons: 60 | BV: 1,116 | PV: 30 | Role: Skirmisher | Date: 2810
Name : Champion CHP-3N | Tons: 60 | BV: 1,400 | PV: 34 | Role: Skirmisher | Date: 3052
Name : Champion CHP-3P | Tons: 60 | BV: 1,503 | PV: 40 | Role: Skirmisher | Date: 3061
Name : Dragon DRG-1C | Tons: 60 | BV: 1,215 | PV: 35 | Role: Skirmisher | Date: 2752
Name : Dragon DRG-1N | Tons: 60 | BV: 1,125 | PV: 32 | Role: Skirmisher | Date: 2754
Name : Dragon DRG-2Y (Yoriyoshi) | Tons: 60 | BV: 1,257 | PV: 35 | Role: Skirmisher | Date: 3025
Name : Dragon DRG-5N | Tons: 60 | BV: 1,223 | PV: 32 | Role: Skirmisher | Date: 3047
Name : Galahad (Glass Spider)   | Tons: 60 | BV: 1,825 | PV: 36 | Role: Sniper | Date: 2834
Name : Galahad (Glass Spider) 2 | Tons: 60 | BV: 2,038 | PV: 45 | Role: Sniper | Date: 2952
Name : Galahad GLH-2D | Tons: 60 | BV: 1,648 | PV: 35 | Role: Sniper | Date: 2594
Name : Grand Dragon DRG-1G | Tons: 60 | BV: 1,300 | PV: 33 | Role: Skirmisher | Date: 3024
Name : Grand Dragon DRG-1G (Douglas) | Tons: 60 | BV: 1,076 | PV: 35 | Role: Skirmisher | Date: 3028
Name : Grand Dragon DRG-5K | Tons: 60 | BV: 1,358 | PV: 33 | Role: Skirmisher | Date: 3050
Name : Grand Dragon DRG-5K-DC | Tons: 60 | BV: 1,322 | PV: 34 | Role: Skirmisher | Date: 3050
Name : Grand Dragon DRG-C | Tons: 60 | BV: 1,322 | PV: 35 | Role: Skirmisher | Date: 3050
Name : Helios HEL-3D | Tons: 60 | BV: 1,618 | PV: 34 | Role: Skirmisher | Date: 3058
Name : Helios HEL-4A | Tons: 60 | BV: 1,519 | PV: 35 | Role: Skirmisher | Date: 3060
Name : Helios HEL-C | Tons: 60 | BV: 1,533 | PV: 35 | Role: Skirmisher | Date: 3060
Name : Hellfire   | Tons: 60 | BV: 2,114 | PV: 45 | Role: Brawler | Date: 3058
Name : Lancelot C | Tons: 60 | BV: 1,960 | PV: 39 | Role: Skirmisher | Date: 2832
Name : Lancelot C 2 | Tons: 60 | BV: 2,571 | PV: 48 | Role: Skirmisher | Date: 2857
Name : Lancelot LNC25-01 | Tons: 60 | BV: 1,422 | PV: 33 | Role: Skirmisher | Date: 2581
Name : Lancelot LNC25-01X | Tons: 60 | BV: 1,659 | PV: 34 | Role: Sniper | Date: 2765
Name : Lancelot LNC25-02 | Tons: 60 | BV: 1,236 | PV: 30 | Role: Brawler | Date: 2864
Name : Lancelot LNC25-03 | Tons: 60 | BV: 1,360 | PV: 36 | Role: Skirmisher | Date: 2876
Name : Lancelot LNC25-04 | Tons: 60 | BV: 1,640 | PV: 36 | Role: Sniper | Date: 3060
Name : Lancelot LNC25-05 | Tons: 60 | BV: 1,365 | PV: 32 | Role: Skirmisher | Date: 2594
Name : Lupus A | Tons: 60 | BV: 1,927 | PV: 42 | Role: Brawler | Date: 2857
Name : Lupus B | Tons: 60 | BV: 1,985 | PV: 44 | Role: Skirmisher | Date: 2857
Name : Lupus Prime | Tons: 60 | BV: 2,428 | PV: 47 | Role: Missile Boat | Date: 2857
Name : Matador   | Tons: 60 | BV: 2,006 | PV: 39 | Role: Juggernaut | Date: 2846
Name : Merlin MLN-1A | Tons: 60 | BV: 1,217 | PV: 31 | Role: Brawler | Date: 3010
Name : Merlin MLN-1B | Tons: 60 | BV: 1,228 | PV: 32 | Role: Brawler | Date: 3053
Name : Ostroc OSR-2C (Michi) | Tons: 60 | BV: 1,321 | PV: 29 | Role: Skirmisher | Date: 3028
Name : Ostroc OSR-2Cb | Tons: 60 | BV: 1,478 | PV: 36 | Role: Skirmisher | Date: 2729
Name : Ostroc OSR-2D | Tons: 60 | BV: 1,396 | PV: 39 | Role: Skirmisher | Date: 3050
Name : Ostroc OSR-2L | Tons: 60 | BV: 1,233 | PV: 31 | Role: Skirmisher | Date: 2884
Name : Ostroc OSR-2M | Tons: 60 | BV: 1,239 | PV: 29 | Role: Skirmisher | Date: 2793
Name : Ostroc OSR-3C | Tons: 60 | BV: 1,288 | PV: 30 | Role: Skirmisher | Date: 2876
Name : Ostroc OSR-9C | Tons: 60 | BV: 1,230 | PV: 29 | Role: Juggernaut | Date: 2905
Name : Ostsol OTL-4D | Tons: 60 | BV: 1,277 | PV: 33 | Role: Skirmisher | Date: 2694
Name : Ostsol OTL-4D (Ragnar) | Tons: 60 | BV: 1,308 | PV: 34 | Role: Skirmisher | Date: 3051
Name : Ostsol OTL-4F | Tons: 60 | BV: 1,264 | PV: 31 | Role: Skirmisher | Date: 2871
Name : Ostsol OTL-5M | Tons: 60 | BV: 1,245 | PV: 35 | Role: Skirmisher | Date: 3050
Name : Paladin PAL-1 | Tons: 60 | BV: 1,361 | PV: 40 | Role: Skirmisher | Date: 3053
Name : Predator   | Tons: 60 | BV: 1,754 | PV: 39 | Role: Skirmisher | Date: 3060
Name : Quickdraw QKD-4G | Tons: 60 | BV: 1,192 | PV: 32 | Role: Skirmisher | Date: 2779
Name : Quickdraw QKD-4H | Tons: 60 | BV: 1,242 | PV: 30 | Role: Skirmisher | Date: 2847
Name : Quickdraw QKD-5A | Tons: 60 | BV: 1,196 | PV: 31 | Role: Skirmisher | Date: 3002
Name : Quickdraw QKD-5K | Tons: 60 | BV: 1,265 | PV: 33 | Role: Skirmisher | Date: 3049
Name : Quickdraw QKD-5K2 | Tons: 60 | BV: 1,312 | PV: 33 | Role: Skirmisher | Date: 3057
Name : Quickdraw QKD-5M | Tons: 60 | BV: 1,237 | PV: 31 | Role: Skirmisher | Date: 3049
Name : Quickdraw QKD-C | Tons: 60 | BV: 1,225 | PV: 36 | Role: Skirmisher | Date: 3053
Name : Rifleman RFL-3C | Tons: 60 | BV: 1,066 | PV: 28 | Role: Brawler | Date: 3026
Name : Rifleman RFL-3N | Tons: 60 | BV: 1,039 | PV: 26 | Role: Sniper | Date: 2770
Name : Rifleman RFL-4D | Tons: 60 | BV: 1,173 | PV: 27 | Role: Sniper | Date: 3021
Name : Rifleman RFL-5CS | Tons: 60 | BV: 1,303 | PV: 35 | Role: Sniper | Date: 3052
Name : Rifleman RFL-5D | Tons: 60 | BV: 1,395 | PV: 32 | Role: Brawler | Date: 3050
Name : Rifleman RFL-5M | Tons: 60 | BV: 1,227 | PV: 31 | Role: Brawler | Date: 3049
Name : Thresher   | Tons: 60 | BV: 2,314 | PV: 42 | Role: Skirmisher | Date: 2849
Name : Thresher 2 | Tons: 60 | BV: 2,337 | PV: 39 | Role: Skirmisher | Date: 2858
Name : Ti Ts'ang TSG-9H | Tons: 60 | BV: 1,880 | PV: 39 | Role: Skirmisher | Date: 3059
Name : Ti Ts'ang TSG-9J | Tons: 60 | BV: 1,909 | PV: 39 | Role: Skirmisher | Date: 3060
Name : Vision Quest   | Tons: 60 | BV: 2,458 | PV: 43 | Role: Brawler | Date: 2832
Name : Vision Quest 2 | Tons: 60 | BV: 2,556 | PV: 46 | Role: Sniper | Date: 2868
Name : Vulture (Mad Dog) A | Tons: 60 | BV: 1,923 | PV: 42 | Role: Skirmisher | Date: 2963
Name : Vulture (Mad Dog) B | Tons: 60 | BV: 2,284 | PV: 41 | Role: Skirmisher | Date: 2963
Name : Vulture (Mad Dog) C | Tons: 60 | BV: 1,892 | PV: 33 | Role: Sniper | Date: 2963
Name : Vulture (Mad Dog) D | Tons: 60 | BV: 2,447 | PV: 48 | Role: Skirmisher | Date: 3059
Name : Vulture (Mad Dog) DD | Tons: 60 | BV: 1,970 | PV: 41 | Role: Brawler | Date: 3050
Name : Vulture (Mad Dog) H | Tons: 60 | BV: 2,097 | PV: 48 | Role: Missile Boat | Date: 3059
Name : Vulture (Mad Dog) Prime | Tons: 60 | BV: 2,351 | PV: 42 | Role: Missile Boat | Date: 2963
Name : Vulture (Mad Dog) S | Tons: 60 | BV: 2,676 | PV: 42 | Role: Skirmisher | Date: 3052
Name : Yeoman YMN-6Y | Tons: 60 | BV: 1,344 | PV: 33 | Role: Missile Boat | Date: 3060
Name : Arcas   | Tons: 65 | BV: 2,484 | PV: 44 | Role: Skirmisher | Date: 3061
Name : Arcas 2 | Tons: 65 | BV: 2,835 | PV: 48 | Role: Skirmisher | Date: 3061
Name : Axman AXM-1N | Tons: 65 | BV: 1,374 | PV: 33 | Role: Skirmisher | Date: 3048
Name : Axman AXM-2N | Tons: 65 | BV: 1,458 | PV: 33 | Role: Skirmisher | Date: 3049
Name : Axman AXM-3S | Tons: 65 | BV: 1,649 | PV: 32 | Role: Skirmisher | Date: 3060
Name : Bombardier BMB-10D | Tons: 65 | BV: 1,340 | PV: 35 | Role: Missile Boat | Date: 2866
Name : Bombardier BMB-12D | Tons: 65 | BV: 1,480 | PV: 39 | Role: Missile Boat | Date: 2735
Name : Catapult CPLT-C1 (Jenny) "Butterbee" | Tons: 65 | BV: 1,242 | PV: 31 | Role: Skirmisher | Date: 3027
Name : Catapult CPLT-C1b | Tons: 65 | BV: 1,570 | PV: 37 | Role: Missile Boat | Date: 2688
Name : Catapult CPLT-C3 | Tons: 65 | BV: 1,368 | PV: 38 | Role: Missile Boat | Date: 3049
Name : Catapult CPLT-C4C | Tons: 65 | BV: 1,449 | PV: 36 | Role: Missile Boat | Date: 3055
Name : Catapult CPLT-C5 | Tons: 65 | BV: 1,748 | PV: 42 | Role: Missile Boat | Date: 3061
Name : Catapult CPLT-K2 | Tons: 65 | BV: 1,319 | PV: 32 | Role: Sniper | Date: 2603
Name : Catapult CPLT-K2 (Kasigi) | Tons: 65 | BV: 1,597 | PV: 33 | Role: Sniper | Date: 3050
Name : Catapult CPLT-K2K | Tons: 65 | BV: 1,716 | PV: 37 | Role: Sniper | Date: 3058
Name : Catapult CPLT-K3 | Tons: 65 | BV: 1,437 | PV: 33 | Role: Sniper | Date: 3047
Name : Catapult CPLT-K5 | Tons: 65 | BV: 1,457 | PV: 40 | Role: Skirmisher | Date: 3058
Name : Cauldron-Born (Ebon Jaguar) (Samantha) | Tons: 65 | BV: 2,372 | PV: 43 | Role: Skirmisher | Date: 3059
Name : Cauldron-Born (Ebon Jaguar) A | Tons: 65 | BV: 2,429 | PV: 41 | Role: Skirmisher | Date: 3049
Name : Cauldron-Born (Ebon Jaguar) B | Tons: 65 | BV: 2,535 | PV: 47 | Role: Sniper | Date: 3049
Name : Cauldron-Born (Ebon Jaguar) C | Tons: 65 | BV: 1,831 | PV: 43 | Role: Missile Boat | Date: 3049
Name : Cauldron-Born (Ebon Jaguar) D | Tons: 65 | BV: 2,228 | PV: 47 | Role: Skirmisher | Date: 3059
Name : Cauldron-Born (Ebon Jaguar) Prime | Tons: 65 | BV: 1,952 | PV: 41 | Role: Skirmisher | Date: 3049
Name : Cestus CTS-6X | Tons: 65 | BV: 1,424 | PV: 31 | Role: Brawler | Date: 2609
Name : Cestus CTS-6Y | Tons: 65 | BV: 1,701 | PV: 37 | Role: Brawler | Date: 2766
Name : Cestus CTS-6Z | Tons: 65 | BV: 1,560 | PV: 36 | Role: Brawler | Date: 3058
Name : Crossbow A | Tons: 65 | BV: 1,797 | PV: 45 | Role: Skirmisher | Date: 2870
Name : Crossbow B | Tons: 65 | BV: 1,687 | PV: 43 | Role: Skirmisher | Date: 2870
Name : Crossbow H | Tons: 65 | BV: 1,707 | PV: 41 | Role: Skirmisher | Date: 3061
Name : Crossbow Prime | Tons: 65 | BV: 1,829 | PV: 45 | Role: Missile Boat | Date: 2870
Name : Crusader CRD-2R | Tons: 65 | BV: 1,533 | PV: 37 | Role: Missile Boat | Date: 2649
Name : Crusader CRD-3D | Tons: 65 | BV: 1,338 | PV: 34 | Role: Missile Boat | Date: 2756
Name : Crusader CRD-3K | Tons: 65 | BV: 1,290 | PV: 34 | Role: Missile Boat | Date: 2765
