Name : Name of Mech | Tons: Tonnage | BV: BV | PV: PV | Role: Role
Name : Lynx LNX-9Q | Tons: 55 | BV: 1,725 | PV: 38 | Role: Skirmisher
Name : Lynx LNX-9R | Tons: 55 | BV: 1,755 | PV: 36 | Role: Skirmisher
Name : Marshal MHL-X1 | Tons: 55 | BV: 1,163 | PV: 31 | Role: Skirmisher
Name : Men Shen MS1-O | Tons: 55 | BV: 1,550 | PV: 55 | Role: Striker
Name : Men Shen MS1-OA | Tons: 55 | BV: 1,529 | PV: 49 | Role: Striker
Name : Men Shen MS1-OB | Tons: 55 | BV: 1,484 | PV: 48 | Role: Striker
Name : Men Shen MS1-OC | Tons: 55 | BV: 1,435 | PV: 50 | Role: Striker
Name : Men Shen MS1-OD | Tons: 55 | BV: 1,581 | PV: 50 | Role: Striker
Name : Osprey OSP-15 | Tons: 55 | BV: 1,564 | PV: 35 | Role: Sniper
Name : Ryoken (Stormcrow) (Attwater) | Tons: 55 | BV: 1,482 | PV: 32 | Role: Sniper
Name : Ryoken (Stormcrow) (Kotare) | Tons: 55 | BV: 2,382 | PV: 46 | Role: Skirmisher
Name : Ryoken (Stormcrow) A | Tons: 55 | BV: 2,319 | PV: 45 | Role: Striker
Name : Ryoken (Stormcrow) B | Tons: 55 | BV: 2,281 | PV: 39 | Role: Striker
Name : Ryoken (Stormcrow) C | Tons: 55 | BV: 1,881 | PV: 39 | Role: Striker
Name : Ryoken (Stormcrow) D | Tons: 55 | BV: 1,863 | PV: 39 | Role: Missile Boat
Name : Ryoken (Stormcrow) E | Tons: 55 | BV: 2,110 | PV: 52 | Role: Striker
Name : Ryoken (Stormcrow) H | Tons: 55 | BV: 2,061 | PV: 42 | Role: Striker
Name : Ryoken (Stormcrow) I | Tons: 55 | BV: 2,319 | PV: 42 | Role: Sniper
Name : Ryoken (Stormcrow) P | Tons: 55 | BV: 2,213 | PV: 41 | Role: Striker
Name : Ryoken (Stormcrow) Prime | Tons: 55 | BV: 2,073 | PV: 43 | Role: Striker
Name : Ryoken (Stormcrow) TC | Tons: 55 | BV: 2,373 | PV: 43 | Role: Skirmisher
Name : Scorpion SCP-1N (Wendall) | Tons: 55 | BV: 1,043 | PV: 29 | Role: Skirmisher
Name : Scorpion SCP-1O | Tons: 55 | BV: 1,098 | PV: 27 | Role: Skirmisher
Name : Shadow Hawk SHD-2D | Tons: 55 | BV: 899 | PV: 26 | Role: Striker
Name : Shadow Hawk SHD-2D2 | Tons: 55 | BV: 1,049 | PV: 29 | Role: Brawler
Name : Shadow Hawk SHD-2Hb | Tons: 55 | BV: 1,354 | PV: 34 | Role: Skirmisher
Name : Shadow Hawk SHD-2Ht | Tons: 55 | BV: 1,453 | PV: 37 | Role: Skirmisher
Name : Shadow Hawk SHD-2K | Tons: 55 | BV: 1,147 | PV: 30 | Role: Sniper
Name : Shadow Hawk SHD-3H | Tons: 55 | BV: 1,043 | PV: 30 | Role: Skirmisher
Name : Shadow Hawk SHD-3H2 | Tons: 55 | BV: 1,112 | PV: 29 | Role: Brawler
Name : Shadow Hawk SHD-5M | Tons: 55 | BV: 1,430 | PV: 35 | Role: Missile Boat
Name : Shadow Hawk SHD-5S | Tons: 55 | BV: 1,590 | PV: 43 | Role: Scout
Name : Stooping Hawk A | Tons: 55 | BV: 2,319 | PV: 38 | Role: Sniper
Name : Stooping Hawk B | Tons: 55 | BV: 2,111 | PV: 46 | Role: Missile Boat
Name : Stooping Hawk C | Tons: 55 | BV: 2,435 | PV: 42 | Role: Sniper
Name : Stooping Hawk D | Tons: 55 | BV: 1,838 | PV: 48 | Role: Skirmisher
Name : Stooping Hawk E | Tons: 55 | BV: 1,674 | PV: 41 | Role: Skirmisher
Name : Stooping Hawk Prime | Tons: 55 | BV: 2,147 | PV: 42 | Role: Skirmisher
Name : Sun Bear A | Tons: 55 | BV: 2,418 | PV: 50 | Role: Skirmisher
Name : Sun Bear B | Tons: 55 | BV: 2,144 | PV: 42 | Role: Missile Boat
Name : Sun Bear Prime | Tons: 55 | BV: 2,022 | PV: 41 | Role: Skirmisher
Name : Wolverine II WVR-7H | Tons: 55 | BV: 1,301 | PV: 34 | Role: Skirmisher
Name : Wolverine WVR-6D | Tons: 55 | BV: 1,115 | PV: 29 | Role: Skirmisher
Name : Wolverine WVR-6K | Tons: 55 | BV: 1,248 | PV: 35 | Role: Skirmisher
Name : Wolverine WVR-6M | Tons: 55 | BV: 1,291 | PV: 32 | Role: Skirmisher
Name : Wolverine WVR-6R | Tons: 55 | BV: 1,101 | PV: 30 | Role: Skirmisher
Name : Wolverine WVR-7D | Tons: 55 | BV: 1,314 | PV: 34 | Role: Skirmisher
Name : Wolverine WVR-7K | Tons: 55 | BV: 1,331 | PV: 37 | Role: Skirmisher
Name : Wolverine WVR-7M | Tons: 55 | BV: 1,673 | PV: 34 | Role: Skirmisher
Name : Wraith TR1 | Tons: 55 | BV: 1,287 | PV: 41 | Role: Skirmisher
Name : Wraith TR2 | Tons: 55 | BV: 1,485 | PV: 38 | Role: Skirmisher
Name : Anvil ANV-3M | Tons: 60 | BV: 1,441 | PV: 35 | Role: Skirmisher
Name : Anvil ANV-5M | Tons: 60 | BV: 1,687 | PV: 38 | Role: Skirmisher
Name : Anvil ANV-6M | Tons: 60 | BV: 1,366 | PV: 36 | Role: Skirmisher
Name : Anvil ANV-8M | Tons: 60 | BV: 1,690 | PV: 44 | Role: Missile Boat
Name : Black Hawk-KU BHKU-O | Tons: 60 | BV: 1,731 | PV: 46 | Role: Skirmisher
Name : Black Hawk-KU BHKU-OA | Tons: 60 | BV: 1,770 | PV: 35 | Role: Sniper
Name : Black Hawk-KU BHKU-OB | Tons: 60 | BV: 1,303 | PV: 33 | Role: Skirmisher
Name : Black Hawk-KU BHKU-OC | Tons: 60 | BV: 1,597 | PV: 34 | Role: Sniper
Name : Black Hawk-KU BHKU-OD | Tons: 60 | BV: 1,539 | PV: 35 | Role: Missile Boat
Name : Champion C | Tons: 60 | BV: 2,191 | PV: 40 | Role: Skirmisher
Name : Champion CHP-1N | Tons: 60 | BV: 1,233 | PV: 34 | Role: Skirmisher
Name : Champion CHP-1N2 | Tons: 60 | BV: 1,233 | PV: 35 | Role: Skirmisher
Name : Champion CHP-1Nb | Tons: 60 | BV: 1,632 | PV: 36 | Role: Sniper
Name : Champion CHP-2N | Tons: 60 | BV: 1,116 | PV: 30 | Role: Skirmisher
Name : Champion CHP-3N | Tons: 60 | BV: 1,400 | PV: 34 | Role: Skirmisher
Name : Champion CHP-3P | Tons: 60 | BV: 1,503 | PV: 40 | Role: Skirmisher
Name : Dragon DRG-1C | Tons: 60 | BV: 1,215 | PV: 35 | Role: Skirmisher
Name : Dragon DRG-1N | Tons: 60 | BV: 1,125 | PV: 32 | Role: Skirmisher
Name : Dragon DRG-2Y (Yoriyoshi) | Tons: 60 | BV: 1,257 | PV: 35 | Role: Skirmisher
Name : Dragon DRG-5N | Tons: 60 | BV: 1,223 | PV: 32 | Role: Skirmisher
Name : Galahad (Glass Spider)   | Tons: 60 | BV: 1,825 | PV: 36 | Role: Sniper
Name : Galahad (Glass Spider) 2 | Tons: 60 | BV: 2,038 | PV: 45 | Role: Sniper
Name : Galahad GLH-2D | Tons: 60 | BV: 1,648 | PV: 35 | Role: Sniper
Name : Grand Dragon DRG-1G | Tons: 60 | BV: 1,300 | PV: 33 | Role: Skirmisher
Name : Grand Dragon DRG-1G (Douglas) | Tons: 60 | BV: 1,076 | PV: 35 | Role: Skirmisher
Name : Grand Dragon DRG-5K | Tons: 60 | BV: 1,358 | PV: 33 | Role: Skirmisher
Name : Grand Dragon DRG-5K-DC | Tons: 60 | BV: 1,322 | PV: 34 | Role: Skirmisher
Name : Grand Dragon DRG-C | Tons: 60 | BV: 1,322 | PV: 35 | Role: Skirmisher
Name : Helios HEL-3D | Tons: 60 | BV: 1,618 | PV: 34 | Role: Skirmisher
Name : Helios HEL-4A | Tons: 60 | BV: 1,519 | PV: 35 | Role: Skirmisher
Name : Helios HEL-C | Tons: 60 | BV: 1,533 | PV: 35 | Role: Skirmisher
Name : Hellfire   | Tons: 60 | BV: 2,114 | PV: 45 | Role: Brawler
Name : Lancelot C | Tons: 60 | BV: 1,960 | PV: 39 | Role: Skirmisher
Name : Lancelot C 2 | Tons: 60 | BV: 2,571 | PV: 48 | Role: Skirmisher
Name : Lancelot LNC25-01 | Tons: 60 | BV: 1,422 | PV: 33 | Role: Skirmisher
Name : Lancelot LNC25-01X | Tons: 60 | BV: 1,659 | PV: 34 | Role: Sniper
Name : Lancelot LNC25-02 | Tons: 60 | BV: 1,236 | PV: 30 | Role: Brawler
Name : Lancelot LNC25-03 | Tons: 60 | BV: 1,360 | PV: 36 | Role: Skirmisher
Name : Lancelot LNC25-04 | Tons: 60 | BV: 1,640 | PV: 36 | Role: Sniper
Name : Lancelot LNC25-05 | Tons: 60 | BV: 1,365 | PV: 32 | Role: Skirmisher
Name : Lupus A | Tons: 60 | BV: 1,927 | PV: 42 | Role: Brawler
Name : Lupus B | Tons: 60 | BV: 1,985 | PV: 44 | Role: Skirmisher
Name : Lupus Prime | Tons: 60 | BV: 2,428 | PV: 47 | Role: Missile Boat
Name : Matador   | Tons: 60 | BV: 2,006 | PV: 39 | Role: Juggernaut
Name : Merlin MLN-1A | Tons: 60 | BV: 1,217 | PV: 31 | Role: Brawler
Name : Merlin MLN-1B | Tons: 60 | BV: 1,228 | PV: 32 | Role: Brawler
Name : Ostroc OSR-2C (Michi) | Tons: 60 | BV: 1,321 | PV: 29 | Role: Skirmisher
Name : Ostroc OSR-2Cb | Tons: 60 | BV: 1,478 | PV: 36 | Role: Skirmisher
Name : Ostroc OSR-2D | Tons: 60 | BV: 1,396 | PV: 39 | Role: Skirmisher
Name : Ostroc OSR-2L | Tons: 60 | BV: 1,233 | PV: 31 | Role: Skirmisher
Name : Ostroc OSR-2M | Tons: 60 | BV: 1,239 | PV: 29 | Role: Skirmisher
Name : Ostroc OSR-3C | Tons: 60 | BV: 1,288 | PV: 30 | Role: Skirmisher
Name : Ostroc OSR-9C | Tons: 60 | BV: 1,230 | PV: 29 | Role: Juggernaut
Name : Ostsol OTL-4D | Tons: 60 | BV: 1,277 | PV: 33 | Role: Skirmisher
Name : Ostsol OTL-4D (Ragnar) | Tons: 60 | BV: 1,308 | PV: 34 | Role: Skirmisher
Name : Ostsol OTL-4F | Tons: 60 | BV: 1,264 | PV: 31 | Role: Skirmisher
Name : Ostsol OTL-5M | Tons: 60 | BV: 1,245 | PV: 35 | Role: Skirmisher
Name : Paladin PAL-1 | Tons: 60 | BV: 1,361 | PV: 40 | Role: Skirmisher
Name : Predator   | Tons: 60 | BV: 1,754 | PV: 39 | Role: Skirmisher
Name : Quickdraw QKD-4G | Tons: 60 | BV: 1,192 | PV: 32 | Role: Skirmisher
Name : Quickdraw QKD-4H | Tons: 60 | BV: 1,242 | PV: 30 | Role: Skirmisher
Name : Quickdraw QKD-5A | Tons: 60 | BV: 1,196 | PV: 31 | Role: Skirmisher
Name : Quickdraw QKD-5K | Tons: 60 | BV: 1,265 | PV: 33 | Role: Skirmisher
Name : Quickdraw QKD-5K2 | Tons: 60 | BV: 1,312 | PV: 33 | Role: Skirmisher
Name : Quickdraw QKD-5M | Tons: 60 | BV: 1,237 | PV: 31 | Role: Skirmisher
Name : Quickdraw QKD-C | Tons: 60 | BV: 1,225 | PV: 36 | Role: Skirmisher
Name : Rifleman RFL-3C | Tons: 60 | BV: 1,066 | PV: 28 | Role: Brawler
Name : Rifleman RFL-3N | Tons: 60 | BV: 1,039 | PV: 26 | Role: Sniper
Name : Rifleman RFL-4D | Tons: 60 | BV: 1,173 | PV: 27 | Role: Sniper
Name : Rifleman RFL-5CS | Tons: 60 | BV: 1,303 | PV: 35 | Role: Sniper
Name : Rifleman RFL-5D | Tons: 60 | BV: 1,395 | PV: 32 | Role: Brawler
Name : Rifleman RFL-5M | Tons: 60 | BV: 1,227 | PV: 31 | Role: Brawler
Name : Thresher   | Tons: 60 | BV: 2,314 | PV: 42 | Role: Skirmisher
Name : Thresher 2 | Tons: 60 | BV: 2,337 | PV: 39 | Role: Skirmisher
Name : Ti Ts'ang TSG-9H | Tons: 60 | BV: 1,880 | PV: 39 | Role: Skirmisher
Name : Ti Ts'ang TSG-9J | Tons: 60 | BV: 1,909 | PV: 39 | Role: Skirmisher
Name : Vision Quest   | Tons: 60 | BV: 2,458 | PV: 43 | Role: Brawler
Name : Vision Quest 2 | Tons: 60 | BV: 2,556 | PV: 46 | Role: Sniper
Name : Vulture (Mad Dog) A | Tons: 60 | BV: 1,923 | PV: 42 | Role: Skirmisher
Name : Vulture (Mad Dog) B | Tons: 60 | BV: 2,284 | PV: 41 | Role: Skirmisher
Name : Vulture (Mad Dog) C | Tons: 60 | BV: 1,892 | PV: 33 | Role: Sniper
Name : Vulture (Mad Dog) D | Tons: 60 | BV: 2,447 | PV: 48 | Role: Skirmisher
Name : Vulture (Mad Dog) DD | Tons: 60 | BV: 1,970 | PV: 41 | Role: Brawler
Name : Vulture (Mad Dog) H | Tons: 60 | BV: 2,097 | PV: 48 | Role: Missile Boat
Name : Vulture (Mad Dog) Prime | Tons: 60 | BV: 2,351 | PV: 42 | Role: Missile Boat
Name : Vulture (Mad Dog) S | Tons: 60 | BV: 2,676 | PV: 42 | Role: Skirmisher
Name : Yeoman YMN-6Y | Tons: 60 | BV: 1,344 | PV: 33 | Role: Missile Boat
Name : Arcas   | Tons: 65 | BV: 2,484 | PV: 44 | Role: Skirmisher
Name : Arcas 2 | Tons: 65 | BV: 2,835 | PV: 48 | Role: Skirmisher
Name : Axman AXM-1N | Tons: 65 | BV: 1,374 | PV: 33 | Role: Skirmisher
Name : Axman AXM-2N | Tons: 65 | BV: 1,458 | PV: 33 | Role: Skirmisher
Name : Axman AXM-3S | Tons: 65 | BV: 1,649 | PV: 32 | Role: Skirmisher
Name : Bombardier BMB-10D | Tons: 65 | BV: 1,340 | PV: 35 | Role: Missile Boat
Name : Bombardier BMB-12D | Tons: 65 | BV: 1,480 | PV: 39 | Role: Missile Boat
Name : Catapult CPLT-C1 (Jenny) "Butterbee" | Tons: 65 | BV: 1,242 | PV: 31 | Role: Skirmisher
Name : Catapult CPLT-C1b | Tons: 65 | BV: 1,570 | PV: 37 | Role: Missile Boat
Name : Catapult CPLT-C3 | Tons: 65 | BV: 1,368 | PV: 38 | Role: Missile Boat
Name : Catapult CPLT-C4C | Tons: 65 | BV: 1,449 | PV: 36 | Role: Missile Boat
Name : Catapult CPLT-C5 | Tons: 65 | BV: 1,748 | PV: 42 | Role: Missile Boat
Name : Catapult CPLT-K2 | Tons: 65 | BV: 1,319 | PV: 32 | Role: Sniper
Name : Catapult CPLT-K2 (Kasigi) | Tons: 65 | BV: 1,597 | PV: 33 | Role: Sniper
Name : Catapult CPLT-K2K | Tons: 65 | BV: 1,716 | PV: 37 | Role: Sniper
Name : Catapult CPLT-K3 | Tons: 65 | BV: 1,437 | PV: 33 | Role: Sniper
Name : Catapult CPLT-K5 | Tons: 65 | BV: 1,457 | PV: 40 | Role: Skirmisher
Name : Cauldron-Born (Ebon Jaguar) (Samantha) | Tons: 65 | BV: 2,372 | PV: 43 | Role: Skirmisher
Name : Cauldron-Born (Ebon Jaguar) A | Tons: 65 | BV: 2,429 | PV: 41 | Role: Skirmisher
Name : Cauldron-Born (Ebon Jaguar) B | Tons: 65 | BV: 2,535 | PV: 47 | Role: Sniper
Name : Cauldron-Born (Ebon Jaguar) C | Tons: 65 | BV: 1,831 | PV: 43 | Role: Missile Boat
Name : Cauldron-Born (Ebon Jaguar) D | Tons: 65 | BV: 2,228 | PV: 47 | Role: Skirmisher
Name : Cauldron-Born (Ebon Jaguar) Prime | Tons: 65 | BV: 1,952 | PV: 41 | Role: Skirmisher
Name : Cestus CTS-6X | Tons: 65 | BV: 1,424 | PV: 31 | Role: Brawler
Name : Cestus CTS-6Y | Tons: 65 | BV: 1,701 | PV: 37 | Role: Brawler
Name : Cestus CTS-6Z | Tons: 65 | BV: 1,560 | PV: 36 | Role: Brawler
Name : Crossbow A | Tons: 65 | BV: 1,797 | PV: 45 | Role: Skirmisher
Name : Crossbow B | Tons: 65 | BV: 1,687 | PV: 43 | Role: Skirmisher
Name : Crossbow H | Tons: 65 | BV: 1,707 | PV: 41 | Role: Skirmisher
Name : Crossbow Prime | Tons: 65 | BV: 1,829 | PV: 45 | Role: Missile Boat
Name : Crusader CRD-2R | Tons: 65 | BV: 1,533 | PV: 37 | Role: Missile Boat
Name : Crusader CRD-3D | Tons: 65 | BV: 1,338 | PV: 34 | Role: Missile Boat
Name : Crusader CRD-3K | Tons: 65 | BV: 1,290 | PV: 34 | Role: Missile Boat
Name : Crusader CRD-3L | Tons: 65 | BV: 1,297 | PV: 34 | Role: Missile Boat
Name : Crusader CRD-3R | Tons: 65 | BV: 1,317 | PV: 32 | Role: Missile Boat
Name : Crusader CRD-3R (Crael) | Tons: 65 | BV: 1,204 | PV: 29 | Role: Brawler
Name : Crusader CRD-4BR | Tons: 65 | BV: 1,407 | PV: 37 | Role: Missile Boat
Name : Crusader CRD-4D | Tons: 65 | BV: 1,309 | PV: 33 | Role: Missile Boat
Name : Crusader CRD-4K | Tons: 65 | BV: 1,268 | PV: 33 | Role: Missile Boat
Name : Crusader CRD-4L | Tons: 65 | BV: 1,309 | PV: 33 | Role: Missile Boat
Name : Crusader CRD-5M | Tons: 65 | BV: 1,408 | PV: 35 | Role: Skirmisher
Name : Crusader CRD-5S | Tons: 65 | BV: 1,446 | PV: 34 | Role: Missile Boat
Name : Crusader CRD-6D | Tons: 65 | BV: 1,498 | PV: 39 | Role: Skirmisher
Name : Crusader CRD-6T | Tons: 65 | BV: 1,890 | PV: 49 | Role: Skirmisher
Name : Exterminator EXT-4A | Tons: 65 | BV: 1,372 | PV: 35 | Role: Skirmisher
Name : Exterminator EXT-4D | Tons: 65 | BV: 1,385 | PV: 37 | Role: Skirmisher
Name : Exterminator EXT-4Db | Tons: 65 | BV: 1,694 | PV: 38 | Role: Skirmisher
Name : Exterminator EXT-5E | Tons: 65 | BV: 1,532 | PV: 49 | Role: Skirmisher
Name : Fire Scorpion   | Tons: 65 | BV: 1,546 | PV: 36 | Role: Sniper
Name : Fire Scorpion 2 | Tons: 65 | BV: 1,749 | PV: 40 | Role: Missile Boat
Name : Ha Otoko   | Tons: 65 | BV: 1,873 | PV: 40 | Role: Missile Boat
Name : Ha Otoko HKO-1C | Tons: 65 | BV: 1,288 | PV: 35 | Role: Missile Boat
Name : JagerMech III JM6-D3 | Tons: 65 | BV: 1,537 | PV: 39 | Role: Sniper
Name : JagerMech JM6-A | Tons: 65 | BV: 1,122 | PV: 27 | Role: Missile Boat
Name : JagerMech JM6-DD | Tons: 65 | BV: 965 | PV: 27 | Role: Sniper
Name : JagerMech JM6-DG | Tons: 65 | BV: 1,625 | PV: 30 | Role: Sniper
Name : JagerMech JM6-DGr | Tons: 65 | BV: 1,661 | PV: 30 | Role: Sniper
Name : JagerMech JM6-S | Tons: 65 | BV: 901 | PV: 26 | Role: Sniper
Name : Jinggau JN-G8A | Tons: 65 | BV: 2,072 | PV: 42 | Role: Skirmisher
Name : Koschei KSC-3L | Tons: 65 | BV: 1,384 | PV: 34 | Role: Missile Boat
Name : Koschei KSC-4I | Tons: 65 | BV: 1,516 | PV: 39 | Role: Skirmisher
Name : Koschei KSC-4L | Tons: 65 | BV: 1,503 | PV: 41 | Role: Missile Boat
Name : Linebacker A | Tons: 65 | BV: 2,264 | PV: 44 | Role: Sniper
Name : Linebacker B | Tons: 65 | BV: 2,048 | PV: 43 | Role: Skirmisher
Name : Linebacker C | Tons: 65 | BV: 2,075 | PV: 41 | Role: Skirmisher
Name : Linebacker D | Tons: 65 | BV: 2,039 | PV: 50 | Role: Skirmisher
Name : Linebacker E | Tons: 65 | BV: 1,846 | PV: 40 | Role: Skirmisher
Name : Linebacker Prime | Tons: 65 | BV: 2,390 | PV: 44 | Role: Skirmisher
Name : Loki (Hellbringer) A | Tons: 65 | BV: 1,948 | PV: 43 | Role: Striker
Name : Loki (Hellbringer) B | Tons: 65 | BV: 1,592 | PV: 35 | Role: Striker
Name : Loki (Hellbringer) C | Tons: 65 | BV: 2,076 | PV: 40 | Role: Striker
Name : Loki (Hellbringer) F | Tons: 65 | BV: 1,839 | PV: 39 | Role: Striker
Name : Loki (Hellbringer) H | Tons: 65 | BV: 1,952 | PV: 40 | Role: Sniper
Name : Loki (Hellbringer) J | Tons: 65 | BV: 2,415 | PV: 42 | Role: Scout
Name : Loki (Hellbringer) M | Tons: 65 | BV: 2,200 | PV: 42 | Role: Sniper
Name : Loki (Hellbringer) Prime | Tons: 65 | BV: 2,654 | PV: 45 | Role: Striker
Name : Morpheus MR-P1 | Tons: 65 | BV: 1,340 | PV: 38 | Role: Scout
Name : Ostwar OWR-2Mb | Tons: 65 | BV: 1,638 | PV: 40 | Role: Brawler
Name : Rifleman IIC   | Tons: 65 | BV: 2,307 | PV: 47 | Role: Sniper
Name : Rifleman IIC 2 | Tons: 65 | BV: 1,345 | PV: 31 | Role: Sniper
Name : Tempest TMP-3G | Tons: 65 | BV: 1,810 | PV: 39 | Role: Brawler
Name : Tempest TMP-3M | Tons: 65 | BV: 1,786 | PV: 39 | Role: Brawler
Name : Tempest TMP-3MA | Tons: 65 | BV: 1,425 | PV: 35 | Role: Brawler
Name : Thunderbolt C 2 | Tons: 65 | BV: 2,170 | PV: 46 | Role: Juggernaut
Name : Thunderbolt TDR-5D | Tons: 65 | BV: 1,231 | PV: 35 | Role: Brawler
Name : Thunderbolt TDR-5Sb | Tons: 65 | BV: 1,613 | PV: 41 | Role: Brawler
Name : Thunderbolt TDR-5SE | Tons: 65 | BV: 1,414 | PV: 35 | Role: Skirmisher
Name : Thunderbolt TDR-5SS | Tons: 65 | BV: 1,337 | PV: 35 | Role: Brawler
Name : Thunderbolt TDR-5S-T (Tallman) | Tons: 65 | BV: 1,447 | PV: 37 | Role: Brawler
Name : Thunderbolt TDR-7M | Tons: 65 | BV: 1,495 | PV: 39 | Role: Brawler
Name : Thunderbolt TDR-8M | Tons: 65 | BV: 1,644 | PV: 38 | Role: Brawler
Name : Thunderbolt TDR-9S | Tons: 65 | BV: 1,494 | PV: 37 | Role: Brawler
Name : Thunderbolt TDR-9SE | Tons: 65 | BV: 1,439 | PV: 37 | Role: Skirmisher
Name : Archer (Wolf) | Tons: 70 | BV: 2,365 | PV: 51 | Role: Missile Boat
Name : Archer ARC-2K | Tons: 70 | BV: 1,356 | PV: 34 | Role: Missile Boat
Name : Archer ARC-2R (Rubinsky) | Tons: 70 | BV: 1,411 | PV:  | Role: None
Name : Archer ARC-2Rb | Tons: 70 | BV: 1,705 | PV: 44 | Role: Missile Boat
Name : Archer ARC-2S | Tons: 70 | BV: 1,393 | PV: 36 | Role: Missile Boat
Name : Archer ARC-2W | Tons: 70 | BV: 1,338 | PV: 35 | Role: Missile Boat
Name : Archer ARC-4M | Tons: 70 | BV: 1,705 | PV: 44 | Role: Missile Boat
Name : Archer ARC-5CS | Tons: 70 | BV: 1,609 | PV: 44 | Role: Missile Boat
Name : Archer ARC-5R | Tons: 70 | BV: 1,674 | PV: 37 | Role: Missile Boat
Name : Archer ARC-5S | Tons: 70 | BV: 1,353 | PV: 38 | Role: Missile Boat
Name : Archer ARC-5W | Tons: 70 | BV: 1,337 | PV: 38 | Role: Missile Boat
Name : Avatar AV1-O | Tons: 70 | BV: 1,395 | PV: 37 | Role: Brawler
Name : Avatar AV1-OA | Tons: 70 | BV: 1,481 | PV: 34 | Role: Brawler
Name : Avatar AV1-OB | Tons: 70 | BV: 1,496 | PV: 39 | Role: Missile Boat
Name : Avatar AV1-OC | Tons: 70 | BV: 1,406 | PV: 41 | Role: Sniper
Name : Avatar AV1-OD | Tons: 70 | BV: 1,475 | PV: 39 | Role: Brawler
Name : Avatar AV1-OG | Tons: 70 | BV: 1,775 | PV: 34 | Role: Sniper
Name : Barghest BGS-1T | Tons: 70 | BV: 1,787 | PV: 37 | Role: Sniper
Name : Barghest BGS-2T | Tons: 70 | BV: 1,794 | PV: 40 | Role: Skirmisher
Name : Bowman   | Tons: 70 | BV: 2,308 | PV: 52 | Role: Missile Boat
Name : Bowman 2 | Tons: 70 | BV: 2,567 | PV: 56 | Role: Missile Boat
Name : Bowman 4 | Tons: 70 | BV: 1,854 | PV: 50 | Role: Missile Boat
Name : Caesar CES-3R | Tons: 70 | BV: 1,578 | PV: 34 | Role: Brawler
Name : Cataphract CTF-1X | Tons: 70 | BV: 1,316 | PV: 33 | Role: Brawler
Name : Cataphract CTF-2X | Tons: 70 | BV: 1,344 | PV: 35 | Role: Brawler
Name : Cataphract CTF-3D | Tons: 70 | BV: 1,325 | PV: 31 | Role: Sniper
Name : Cataphract CTF-3L | Tons: 70 | BV: 1,545 | PV: 35 | Role: Sniper
Name : Cataphract CTF-4X | Tons: 70 | BV: 1,216 | PV: 35 | Role: Sniper
Name : Daikyu DAI-01 | Tons: 70 | BV: 1,603 | PV: 39 | Role: Sniper
Name : Daikyu DAI-02 | Tons: 70 | BV: 1,831 | PV: 45 | Role: Skirmisher
Name : Dragoon AEM-01 | Tons: 70 | BV: 1,669 | PV: 36 | Role: Sniper
Name : Excalibur EXC-B1 | Tons: 70 | BV: 1,549 | PV: 37 | Role: Skirmisher
Name : Excalibur EXC-B2 | Tons: 70 | BV: 1,533 | PV: 37 | Role: Skirmisher
Name : Excalibur EXC-B2b | Tons: 70 | BV: 1,715 | PV: 42 | Role: Missile Boat
Name : Excalibur EXC-C1 | Tons: 70 | BV: 1,637 | PV: 38 | Role: Skirmisher
Name : Gallowglas GAL-1GLS | Tons: 70 | BV: 1,695 | PV: 36 | Role: Brawler
Name : Gallowglas GAL-2GLS | Tons: 70 | BV: 1,857 | PV: 37 | Role: Brawler
Name : Gallowglas WD | Tons: 70 | BV: 2,094 | PV: 43 | Role: Skirmisher
Name : Grasshopper GHR-5H | Tons: 70 | BV: 1,427 | PV: 37 | Role: Skirmisher
Name : Grasshopper GHR-5J | Tons: 70 | BV: 1,354 | PV: 36 | Role: Skirmisher
Name : Grasshopper GHR-5N | Tons: 70 | BV: 1,511 | PV: 37 | Role: Skirmisher
Name : Grasshopper GHR-C | Tons: 70 | BV: 1,366 | PV: 39 | Role: Skirmisher
Name : Grizzly   | Tons: 70 | BV: 2,219 | PV: 45 | Role: Skirmisher
Name : Guillotine GLT-4L | Tons: 70 | BV: 1,400 | PV: 35 | Role: Skirmisher
Name : Guillotine GLT-4P | Tons: 70 | BV: 1,376 | PV: 34 | Role: Skirmisher
Name : Guillotine GLT-5M | Tons: 70 | BV: 1,472 | PV: 36 | Role: Skirmisher
Name : Guillotine IIC   | Tons: 70 | BV: 2,377 | PV: 41 | Role: Skirmisher
Name : Hercules HRC-LS-9000 | Tons: 70 | BV: 1,561 | PV: 38 | Role: Skirmisher
Name : Hercules HRC-LS-9001 | Tons: 70 | BV: 1,566 | PV: 41 | Role: Skirmisher
Name : JagerMech JM7-D | Tons: 70 | BV: 1,500 | PV: 38 | Role: Sniper
Name : Minsk   | Tons: 70 | BV: 2,028 | PV: 50 | Role: Sniper
Name : No-Dachi NDA-1K | Tons: 70 | BV: 1,708 | PV: 37 | Role: Brawler
Name : No-Dachi NDA-2K | Tons: 70 | BV: 1,739 | PV: 43 | Role: Brawler
Name : No-Dachi NDA-2KO | Tons: 70 | BV: 1,728 | PV: 43 | Role: Brawler
Name : Nova Cat A | Tons: 70 | BV: 2,629 | PV: 43 | Role: Sniper
Name : Nova Cat B | Tons: 70 | BV: 2,492 | PV: 53 | Role: Missile Boat
